ChoiceValue,LabelEn,LabelSw,RegionValue,DistrictValue,WardValue,SortOrder
6849,Ibisabageni,Ibisabageni,4,24,529,6849
6850,Ng'wabasabi,Ng'wabasabi,4,24,529,6850
6851,Ibondo,Ibondo,4,24,529,6851
6852,Iponyamakalai Senta,Iponyamakalai Senta,4,24,529,6852
6853,Kaseni,Kaseni,4,24,529,6853
6854,Ishimba,Ishimba,4,24,530,6854
6855,Iponyabukula,Iponyabukula,4,24,530,6855
6856,Someli,Someli,4,24,530,6856
6857,Nyamivuba,Nyamivuba,4,24,530,6857
6858,Nyaminazi,Nyaminazi,4,24,530,6858
6859,Lubandani,Lubandani,4,24,530,6859
6860,Makanda,Makanda,4,24,530,6860
6861,Bukayaga,Bukayaga,4,24,530,6861
6862,Bubende,Bubende,4,24,530,6862
6863,Mtakuja,Mtakuja,4,24,530,6863
6864,Songambele,Songambele,4,24,530,6864
6865,Shitonge,Shitonge,4,24,530,6865
6866,Nyakato,Nyakato,4,24,530,6866
6867,Mlimani,Mlimani,4,24,530,6867
6868,Kalemelo,Kalemelo,4,24,531,6868
6869,Mduhani,Mduhani,4,24,531,6869
6870,Mtakuja,Mtakuja,4,24,531,6870
6871,Ng’wabasabi,Ng’wabasabi,4,24,531,6871
6872,Nyakasanziga,Nyakasanziga,4,24,531,6872
6873,Bujula,Bujula,4,24,531,6873
6874,Nyamiboga,Nyamiboga,4,24,531,6874
6875,Nhuba,Nhuba,4,24,531,6875
6876,Mtukula,Mtukula,4,24,531,6876
6877,Tologo,Tologo,4,24,532,6877
6878,Lukalakata,Lukalakata,4,24,532,6878
6879,Nyasale,Nyasale,4,24,532,6879
6880,C.C.M,C.C.M,4,24,532,6880
6881,Zahanati,Zahanati,4,24,532,6881
6882,Msikiti “A’,Msikiti “A’,4,24,532,6882
6883,Mwabageni,Mwabageni,4,24,532,6883
6884,Mzalendo,Mzalendo,4,24,532,6884
6885,Mgombani,Mgombani,4,24,532,6885
6886,Makanisani,Makanisani,4,24,532,6886
6887,Kanyalu,Kanyalu,4,24,532,6887
6888,Lukaya,Lukaya,4,24,532,6888
6889,Ziwani,Ziwani,4,24,532,6889
6890,Mgongonje,Mgongonje,4,24,532,6890
6891,Umoja,Umoja,4,24,532,6891
6892,Amani,Amani,4,24,532,6892
6893,Salama,Salama,4,24,532,6893
6894,Ushirika,Ushirika,4,24,532,6894
6895,Ng'wang'halanga,Ng'wang'halanga,4,24,532,6895
6896,Kihomboi,Kihomboi,4,24,532,6896
6897,Ililika,Ililika,4,24,532,6897
6898,Mwabasabi,Mwabasabi,4,24,532,6898
6899,Ikandilo,Ikandilo,4,24,533,6899
6900,Imalanzala,Imalanzala,4,24,533,6900
6901,Mandela,Mandela,4,24,533,6901
6902,Tujikwamue,Tujikwamue,4,24,533,6902
6903,Lwina,Lwina,4,24,533,6903
6904,Senga,Senga,4,24,533,6904
6905,Ivunvumila,Ivunvumila,4,24,533,6905
6906,Mhama,Mhama,4,24,533,6906
6907,Songambele,Songambele,4,24,533,6907
6908,Azimio,Azimio,4,24,533,6908
6909,Nyaruyeye “A”,Nyaruyeye “A”,4,24,533,6909
6910,Nyaruyeye “B”,Nyaruyeye “B”,4,24,533,6910
6911,Mtakuja,Mtakuja,4,24,533,6911
6912,Ilelema,Ilelema,4,24,533,6912
6913,Wigo “A”,Wigo “A”,4,24,533,6913
6914,Wigo “B”,Wigo “B”,4,24,533,6914
6915,Imalabaruti,Imalabaruti,4,24,533,6915
6916,Busekwanoni,Busekwanoni,4,24,533,6916
6917,Busolwa,Busolwa,4,24,533,6917
6918,Buganda,Buganda,4,24,533,6918
6919,Bulyambata,Bulyambata,4,24,533,6919
6920,Senta,Senta,4,24,534,6920
6921,Bulela,Bulela,4,24,534,6921
6922,Kabanga,Kabanga,4,24,534,6922
6923,Mrema,Mrema,4,24,534,6923
6924,Majengo,Majengo,4,24,534,6924
6925,Bwanga,Bwanga,4,24,534,6925
6926,Kizilamafuka,Kizilamafuka,4,24,534,6926
6927,Senta,Senta,4,24,534,6927
6928,Izengabasumba,Izengabasumba,4,24,534,6928
6929,Chikula,Chikula,4,24,534,6929
6930,Shuleni,Shuleni,4,24,534,6930
6931,Mtakuja,Mtakuja,4,24,534,6931
6932,Mitundu,Mitundu,4,24,534,6932
6933,Kisimani Road,Kisimani Road,4,24,534,6933
6934,Elimu,Elimu,4,24,534,6934
6935,Ng’wabasabi,Ng’wabasabi,4,24,534,6935
6936,Ng’walolela,Ng’walolela,4,24,534,6936
6937,Senta,Senta,4,24,535,6937
6938,Buyange,Buyange,4,24,535,6938
6939,Nyakaswa,Nyakaswa,4,24,535,6939
6940,Nyafuba,Nyafuba,4,24,535,6940
6941,Kabugozo,Kabugozo,4,24,535,6941
6942,Kagondo,Kagondo,4,24,535,6942
6943,Iyenze,Iyenze,4,24,535,6943
6944,Nyakafulo “A”,Nyakafulo “A”,4,24,535,6944
6945,Nyakafulo “B”,Nyakafulo “B”,4,24,535,6945
6946,Isanzu,Isanzu,4,24,535,6946
6947,Nyamwilolelwa,Nyamwilolelwa,4,24,536,6947
6948,Nyamirunguti,Nyamirunguti,4,24,536,6948
6949,Mwembeni,Mwembeni,4,24,536,6949
6950,Rwingila,Rwingila,4,24,536,6950
6951,Sanza,Sanza,4,24,536,6951
6952,Bondeni,Bondeni,4,24,536,6952
6953,Saragurwa,Saragurwa,4,24,536,6953
6954,Burumbi,Burumbi,4,24,536,6954
6955,Kayenze,Kayenze,4,24,536,6955
6956,Nungwe,Nungwe,4,24,536,6956
6957,Kastamu,Kastamu,4,24,536,6957
6958,Zahanati,Zahanati,4,24,536,6958
6959,Kisozi,Kisozi,4,24,536,6959
6960,Mabamba,Mabamba,4,24,537,6960
6961,Elimu,Elimu,4,24,537,6961
6962,Isungangh'holo,Isungangh'holo,4,24,537,6962
6963,Mtukula,Mtukula,4,24,537,6963
6964,Busegeja,Busegeja,4,24,537,6964
6965,Nyamtondo,Nyamtondo,4,24,537,6965
6966,Ng’ambo,Ng’ambo,4,24,537,6966
6967,Mlimani,Mlimani,4,24,537,6967
6968,Mbugani,Mbugani,4,24,537,6968
6969,Idoselo,Idoselo,4,24,537,6969
6970,Kangobale,Kangobale,4,24,537,6970
6971,Mzilo,Mzilo,4,24,537,6971
6972,Ibozyamagigo,Ibozyamagigo,4,24,537,6972
6973,Iponelo,Iponelo,4,24,537,6973
6974,Nyamisebei,Nyamisebei,4,24,537,6974
6975,Afya,Afya,4,24,537,6975
6976,Biashara,Biashara,4,24,537,6976
6977,Tembo,Tembo,4,24,537,6977
6978,Elimu,Elimu,4,24,538,6978
6979,Nyamalimbe,Nyamalimbe,4,24,538,6979
6980,Mtakuja,Mtakuja,4,24,538,6980
6981,Nyamtamila,Nyamtamila,4,24,538,6981
6982,Igando,Igando,4,24,538,6982
6983,Bushingo,Bushingo,4,24,538,6983
6984,Kadoto,Kadoto,4,24,538,6984
6985,Nyikonga,Nyikonga,4,24,538,6985
6986,Nyamtamila,Nyamtamila,4,24,538,6986
6987,Nyamalulu A,Nyamalulu A,4,24,538,6987
6988,Izengwabasumba,Izengwabasumba,4,24,538,6988
6989,Majengo,Majengo,4,24,538,6989
6990,Sobora,Sobora,4,24,538,6990
6991,Nyamahuna,Nyamahuna,4,24,538,6991
6992,Nyachiluluma Kati,Nyachiluluma Kati,4,24,539,6992
6993,Nyamiguhwa,Nyamiguhwa,4,24,539,6993
6994,Mlumba,Mlumba,4,24,539,6994
6995,Nyakasenya “B”,Nyakasenya “B”,4,24,539,6995
6996,Makatani,Makatani,4,24,539,6996
6997,Songambele,Songambele,4,24,539,6997
6998,Imalamawazo,Imalamawazo,4,24,539,6998
6999,Nyakasenya “A”,Nyakasenya “A”,4,24,539,6999
7000,Lwelezi,Lwelezi,4,24,539,7000
7001,Barabara Kuu,Barabara Kuu,4,24,539,7001
7002,Senta,Senta,4,24,539,7002
7003,Lwelezi,Lwelezi,4,24,539,7003
7004,Mitundu,Mitundu,4,24,539,7004
7005,Senta,Senta,4,24,539,7005
7006,Chemamba,Chemamba,4,24,539,7006
7007,Majengo,Majengo,4,24,539,7007
7008,Seketule,Seketule,4,24,540,7008
7009,Kabumba,Kabumba,4,24,540,7009
7010,Chogwa,Chogwa,4,24,540,7010
7011,Mwaloni,Mwaloni,4,24,540,7011
7012,Nyandago Senta,Nyandago Senta,4,24,540,7012
7013,Kanywengezi,Kanywengezi,4,24,540,7013
7014,Kichuguuni,Kichuguuni,4,24,540,7014
7015,Bugando,Bugando,4,24,540,7015
7016,Iloganzala,Iloganzala,4,24,540,7016
7017,Mbogwe,Mbogwe,4,24,541,7017
7018,Lubanga,Lubanga,4,24,541,7018
7019,Nyakasoma,Nyakasoma,4,24,541,7019
7020,Muyenze,Muyenze,4,24,541,7020
7021,Luhuha,Luhuha,4,24,541,7021
7022,Iseni,Iseni,4,24,541,7022
7023,Nyamasenge,Nyamasenge,4,24,541,7023
7024,Changwa,Changwa,4,24,541,7024
7025,Elimu,Elimu,4,24,541,7025
7026,Mwenegeza,Mwenegeza,4,24,541,7026
7027,Kahongola,Kahongola,4,24,541,7027
7028,Kiziba,Kiziba,4,24,541,7028
7029,Nyakagomba,Nyakagomba,4,24,541,7029
7030,CCM,CCM,4,24,541,7030
7031,Nyangili,Nyangili,4,24,541,7031
7032,Nyasembe,Nyasembe,4,24,541,7032
7033,Bwesule,Bwesule,4,24,541,7033
7034,Senta,Senta,4,24,542,7034
7035,Ng'wabagikulu,Ng'wabagikulu,4,24,542,7035
7036,Ikamaja,Ikamaja,4,24,542,7036
7037,"Bukumbi ""A""","Bukumbi ""A""",4,24,542,7037
7038,"Bukumbi ""B""","Bukumbi ""B""",4,24,542,7038
7039,"Nyanzumula ""A""","Nyanzumula ""A""",4,24,542,7039
7040,"Nyanzumula ""B""","Nyanzumula ""B""",4,24,542,7040
7041,Senta,Senta,4,24,542,7041
7042,Ng’wangika,Ng’wangika,4,24,542,7042
7043,Kabuyange,Kabuyange,4,24,542,7043
7044,Nyalumambo,Nyalumambo,4,24,542,7044
7045,Ng'wabaluhi,Ng'wabaluhi,4,24,542,7045
7046,Ilagaja,Ilagaja,4,24,542,7046
7047,Senta,Senta,4,24,542,7047
7048,Sekagi “A”,Sekagi “A”,4,24,542,7048
7049,Sekagi “B”,Sekagi “B”,4,24,542,7049
7050,Nyandekwa,Nyandekwa,4,24,542,7050
7051,Kisiwani “A”,Kisiwani “A”,4,24,542,7051
7052,Kisiwani “B”,Kisiwani “B”,4,24,542,7052
7053,Nyamisese “A”,Nyamisese “A”,4,24,542,7053
7054,Nyamisese “B”,Nyamisese “B”,4,24,542,7054
7055,Igalihya “A”,Igalihya “A”,4,24,542,7055
7056,Igalihya “B”,Igalihya “B”,4,24,542,7056
7057,Mlimani,Mlimani,4,24,542,7057
7058,Mwabasabi,Mwabasabi,4,24,542,7058
7059,Iseni,Iseni,4,24,542,7059
7060,Senta,Senta,4,24,542,7060
7061,Senta,Senta,4,24,543,7061
7062,Bugalama,Bugalama,4,24,543,7062
7063,Ng’wamashiki,Ng’wamashiki,4,24,543,7063
7064,Itejambutura,Itejambutura,4,24,543,7064
7065,Nyaluhama,Nyaluhama,4,24,543,7065
7066,Nyaluhama,Nyaluhama,4,24,543,7066
7067,Senta,Senta,4,24,543,7067
7068,Lwinazi,Lwinazi,4,24,543,7068
7069,Kabumba,Kabumba,4,24,543,7069
7070,Nyamikoma,Nyamikoma,4,24,543,7070
7071,Bugigagiga,Bugigagiga,4,24,543,7071
7072,Ng’wabalogi,Ng’wabalogi,4,24,543,7072
7073,Nyang’hwale,Nyang’hwale,4,24,543,7073
7074,Ibakamoto,Ibakamoto,4,24,543,7074
7075,Nyamikoma,Nyamikoma,4,24,543,7075
7076,Njia Panda,Njia Panda,4,24,543,7076
7077,Senta,Senta,4,24,543,7077
7078,Igalula,Igalula,4,24,543,7078
7079,Ng’walolela,Ng’walolela,4,24,543,7079
7080,Nyanzaga,Nyanzaga,4,24,543,7080
7081,Nyakatundu,Nyakatundu,4,24,544,7081
7082,Lunzelele,Lunzelele,4,24,544,7082
7083,Lubanga senta,Lubanga senta,4,24,544,7083
7084,Ng'wabatemba,Ng'wabatemba,4,24,544,7084
7085,Izunya,Izunya,4,24,544,7085
7086,Bulugala,Bulugala,4,24,544,7086
7087,Nkalwa,Nkalwa,4,24,544,7087
7088,Bukiligulu,Bukiligulu,4,24,544,7088
7089,Isadukilo,Isadukilo,4,24,544,7089
7090,Nyankongochoro,Nyankongochoro,4,24,544,7090
7091,Mwatulole,Mwatulole,4,24,544,7091
7092,Migombani,Migombani,4,24,544,7092
7093,Miembeni,Miembeni,4,24,544,7093
7094,Ng’wagimagi,Ng’wagimagi,4,24,544,7094
7095,Mwamitilwa Senta,Mwamitilwa Senta,4,24,544,7095
7096,Itulangata,Itulangata,4,24,544,7096
7097,Ilyamchele,Ilyamchele,4,24,544,7097
7098,Majengo,Majengo,4,24,544,7098
7099,Misheni,Misheni,4,24,544,7099
7100,Ibilibishi,Ibilibishi,4,24,545,7100
7101,Igokelo,Igokelo,4,24,545,7101
7102,Isadukilo,Isadukilo,4,24,545,7102
7103,Bukumbi,Bukumbi,4,24,545,7103
7104,Kabulabunyasi,Kabulabunyasi,4,24,545,7104
7105,Beda,Beda,4,24,545,7105
7106,Nyenye,Nyenye,4,24,545,7106
7107,Kijiweni,Kijiweni,4,24,545,7107
7108,Nyakahama,Nyakahama,4,24,545,7108
7109,Kabamba,Kabamba,4,24,545,7109
7110,Ibalani,Ibalani,4,24,545,7110
7111,Bulengedi,Bulengedi,4,24,545,7111
7112,Busagala,Busagala,4,24,545,7112
7113,Nyakatundu,Nyakatundu,4,24,545,7113
7114,Iginya,Iginya,4,24,545,7114
7115,Mwamatumba,Mwamatumba,4,24,545,7115
7116,Senta,Senta,4,24,546,7116
7117,Mwalolela,Mwalolela,4,24,546,7117
7118,Kanyange,Kanyange,4,24,546,7118
7119,Migombani,Migombani,4,24,546,7119
7120,Kigoma,Kigoma,4,24,546,7120
7121,Kiziba,Kiziba,4,24,546,7121
7122,Imalanguzu,Imalanguzu,4,24,546,7122
7123,Mabatini,Mabatini,4,24,546,7123
7124,Itanga,Itanga,4,24,546,7124
7125,Senta,Senta,4,24,546,7125
7126,Mlimani,Mlimani,4,24,546,7126
7127,Lutale,Lutale,4,24,546,7127
7128,Makanisani,Makanisani,4,24,546,7128
7129,Magharibi,Magharibi,4,24,546,7129
7130,Senta,Senta,4,24,546,7130
7131,Mwambao,Mwambao,4,24,546,7131
7132,Mwembeni,Mwembeni,4,24,546,7132
7133,Lukilini,Lukilini,4,24,546,7133
7134,Mbugani,Mbugani,4,24,546,7134
7135,Shuleni,Shuleni,4,24,546,7135
7136,Senta,Senta,4,24,546,7136
7137,Misheni,Misheni,4,24,546,7137
7138,Lutale,Lutale,4,24,546,7138
7139,Senta,Senta,4,24,547,7139
7140,Shuleni,Shuleni,4,24,547,7140
7141,Misheni,Misheni,4,24,547,7141
7142,Kasungamile,Kasungamile,4,24,547,7142
7143,Kaseni,Kaseni,4,24,547,7143
7144,Lutenga,Lutenga,4,24,547,7144
7145,Kanyange,Kanyange,4,24,547,7145
7146,Utawala,Utawala,4,24,547,7146
7147,Majengo,Majengo,4,24,547,7147
7148,Kalifonia,Kalifonia,4,24,547,7148
7149,Mbugani,Mbugani,4,24,547,7149
7150,Nyalubanga A,Nyalubanga A,4,24,547,7150
7151,Nyalubanga B,Nyalubanga B,4,24,547,7151
7152,Kibwela,Kibwela,4,24,547,7152
7153,Kamlale,Kamlale,4,24,547,7153
7154,Senta,Senta,4,24,548,7154
7155,Mbogwa,Mbogwa,4,24,548,7155
7156,Mlalo,Mlalo,4,24,548,7156
7157,Chankungu,Chankungu,4,24,548,7157
7158,Chikagati,Chikagati,4,24,548,7158
7159,Mramani,Mramani,4,24,548,7159
7160,Buhangizi,Buhangizi,4,24,548,7160
7161,Lukobe,Lukobe,4,24,548,7161
7162,Senta,Senta,4,24,548,7162
7163,Luchilamiti,Luchilamiti,4,24,548,7163
7164,Chabuha,Chabuha,4,24,548,7164
7165,Kizemo,Kizemo,4,24,548,7165
7166,Mbugani,Mbugani,4,24,548,7166
7167,Kivukoni,Kivukoni,4,24,548,7167
7168,Shilabela,Shilabela,4,24,548,7168
7169,Ujamaa,Ujamaa,4,24,548,7169
7170,Senta,Senta,4,24,549,7170
7171,Nyamang’ala,Nyamang’ala,4,24,549,7171
7172,Msufini,Msufini,4,24,549,7172
7173,Jakalanda,Jakalanda,4,24,549,7173
7174,Nyamalele,Nyamalele,4,24,549,7174
7175,Nyamalele Senta,Nyamalele Senta,4,24,549,7175
7176,Kahendangalo,Kahendangalo,4,24,549,7176
7177,Mharamba Senta,Mharamba Senta,4,24,549,7177
7178,Nyambaya Kati,Nyambaya Kati,4,24,549,7178
7179,Kastam,Kastam,4,24,549,7179
7180,Bugonde,Bugonde,4,24,549,7180
7181,Ihumilo,Ihumilo,4,24,549,7181
7182,Mchangani,Mchangani,4,24,549,7182
7183,Makatani,Makatani,4,24,549,7183
7184,Mnyala,Mnyala,4,24,549,7184
7185,Isula,Isula,4,24,549,7185
7186,Makurugusi,Makurugusi,4,24,549,7186
7187,Butwa,Butwa,4,24,550,7187
7188,Lulegeya,Lulegeya,4,24,550,7188
7189,Ikangamato,Ikangamato,4,24,550,7189
7190,Bugando,Bugando,4,24,550,7190
7191,Izumacheli,Izumacheli,4,24,550,7191
7192,Mchindo,Mchindo,4,24,550,7192
7193,"Lunazi ""A""","Lunazi ""A""",4,24,550,7193
7194,"Lunazi ""B""","Lunazi ""B""",4,24,550,7194
7195,Bulongelo,Bulongelo,4,24,550,7195
7196,Katoma Senta,Katoma Senta,4,24,551,7196
7197,Kisoji,Kisoji,4,24,551,7197
7198,Chang'ombe,Chang'ombe,4,24,551,7198
7199,Mataho,Mataho,4,24,551,7199
7200,Luchili,Luchili,4,24,551,7200
7201,"Nyambaya"" A""","Nyambaya"" A""",4,24,551,7201
7202,Nyamanoro,Nyamanoro,4,24,551,7202
7203,Ilemela,Ilemela,4,24,551,7203
7204,Itale Senta,Itale Senta,4,24,551,7204
7205,Mlimani,Mlimani,4,24,551,7205
7206,Mwaloni,Mwaloni,4,24,551,7206
7207,Nyakazeze Senta,Nyakazeze Senta,4,24,551,7207
7208,Lukobakobe,Lukobakobe,4,24,551,7208
7209,Iloganzala,Iloganzala,4,24,551,7209
7210,Chelameno Senta,Chelameno Senta,4,24,552,7210
7211,Mchungwani,Mchungwani,4,24,552,7211
7212,Kisombo,Kisombo,4,24,552,7212
7213,Njingami Senta,Njingami Senta,4,24,552,7213
7214,Nyangh'wale,Nyangh'wale,4,24,552,7214
7215,Kigoma,Kigoma,4,24,552,7215
7216,Nyamboge Senta,Nyamboge Senta,4,24,552,7216
7217,Chikulugusi,Chikulugusi,4,24,552,7217
7218,Nyamugali,Nyamugali,4,24,552,7218
7219,Chabasabi,Chabasabi,4,24,552,7219
7220,Kakome,Kakome,4,24,552,7220
7221,Kihimbo,Kihimbo,4,24,552,7221
7222,Lukaya Kati,Lukaya Kati,4,24,552,7222
7223,Mwembeni,Mwembeni,4,24,552,7223
7224,Ilyamchele,Ilyamchele,4,24,552,7224
7225,Chanzumla,Chanzumla,4,24,552,7225
7226,Ng’wabasabi,Ng’wabasabi,4,24,553,7226
7227,Igate,Igate,4,24,553,7227
7228,Elimu,Elimu,4,24,553,7228
7229,Mhengele,Mhengele,4,24,553,7229
7230,Misheni,Misheni,4,24,553,7230
7231,Lukelege,Lukelege,4,24,553,7231
7232,Kisesa,Kisesa,4,24,553,7232
7233,Shuleni,Shuleni,4,24,553,7233
7234,Uzinzani,Uzinzani,4,24,553,7234
7235,Gona,Gona,4,24,553,7235
7236,Sungusira,Sungusira,4,24,553,7236
7237,Fulwe,Fulwe,4,24,553,7237
7238,Shilabela,Shilabela,4,24,553,7238
7239,Idoselo,Idoselo,4,24,554,7239
7240,Katoma,Katoma,4,24,554,7240
7241,Bukungu,Bukungu,4,24,554,7241
7242,Bweya,Bweya,4,24,554,7242
7243,Nyaluzuguti,Nyaluzuguti,4,24,554,7243
7244,Bweya,Bweya,4,24,554,7244
7245,Miembeni,Miembeni,4,24,554,7245
7246,Mibangani,Mibangani,4,24,554,7246
7247,Senta,Senta,4,24,554,7247
7248,Lutelangoma,Lutelangoma,4,24,554,7248
7249,Mwabasabi,Mwabasabi,4,24,554,7249
7250,Chenzumla,Chenzumla,4,24,554,7250
7251,Senta,Senta,4,24,554,7251
7252,Nyalubanga,Nyalubanga,4,24,554,7252
7253,Buchela,Buchela,4,24,554,7253
7254,Makanisani,Makanisani,4,24,554,7254
7255,CCM,CCM,4,24,555,7255
7256,Msilale,Msilale,4,24,555,7256
7257,Muungano,Muungano,4,24,555,7257
7258,Songambele,Songambele,4,24,555,7258
7259,Chanika,Chanika,4,24,555,7259
7260,Nyabuhuri,Nyabuhuri,4,24,555,7260
7261,Kaseni A,Kaseni A,4,24,555,7261
7262,Kaseni “B”,Kaseni “B”,4,24,555,7262
7263,Nyabuchindu,Nyabuchindu,4,24,555,7263
7264,Kivukoni,Kivukoni,4,24,555,7264
7265,Nyerere Road,Nyerere Road,4,24,555,7265
7266,"Senga 'B""","Senga 'B""",4,24,555,7266
7267,Idoselo,Idoselo,4,24,555,7267
7268,Mtakuja,Mtakuja,4,24,555,7268
7269,Lwenazi,Lwenazi,4,24,555,7269
7270,Kakubilo,Kakubilo,4,24,556,7270
7271,Mazwanga,Mazwanga,4,24,556,7271
7272,Ushashini,Ushashini,4,24,556,7272
7273,Misheni,Misheni,4,24,556,7273
7274,Mhengele,Mhengele,4,24,556,7274
7275,Kikwete,Kikwete,4,24,556,7275
7276,Ibanda,Ibanda,4,24,556,7276
7277,Senta,Senta,4,24,556,7277
7278,Ikigijo,Ikigijo,4,24,556,7278
7279,Kambarage,Kambarage,4,24,556,7279
7280,Nyabalasana,Nyabalasana,4,24,556,7280
7281,Mababi,Mababi,4,24,556,7281
7282,Mwembeni,Mwembeni,4,24,556,7282
7283,Masumve,Masumve,4,24,556,7283
7284,Kabayole,Kabayole,4,24,556,7284
7285,Kabondo,Kabondo,4,24,556,7285
7286,Misri,Misri,4,24,556,7286
7287,Shilabela,Shilabela,4,24,556,7287
7288,Karume,Karume,4,24,556,7288
7289,Kafunzo,Kafunzo,4,24,556,7289
7290,Msufini,Msufini,4,24,556,7290
7291,Luhara Kati,Luhara Kati,4,24,556,7291
7292,Nyanguku,Nyanguku,4,24,556,7292
7293,Katoro senta,Katoro senta,4,24,557,7293
7294,Bulengahasi,Bulengahasi,4,24,557,7294
7295,Lutozo,Lutozo,4,24,557,7295
7296,Mtakuja,Mtakuja,4,24,558,7296
7297,Kaduda,Kaduda,4,24,558,7297
7298,Kilimahewa,Kilimahewa,4,24,559,7298
7299,Kalifonia,Kalifonia,4,24,559,7299
7300,Ludete,Ludete,4,24,559,7300
7301,Ibondo,Ibondo,4,24,559,7301
7302,Mtaa wa Afya,Mtaa wa Afya,4,24,559,7302
7303,Bugayambelele,Bugayambelele,4,24,559,7303
7304,Chibingo,Chibingo,4,24,560,7304
7305,Nyamigota,Nyamigota,4,24,560,7305
7306,Shilabela,Shilabela,4,24,560,7306
7307,Inyala,Inyala,4,24,560,7307
7308,Itimbya,Itimbya,4,25,561,7308
7309,Msati,Msati,4,25,561,7309
7310,Bwelwa magharibi,Bwelwa magharibi,4,25,561,7310
7311,Lumelezi,Lumelezi,4,25,561,7311
7312,Bugalama,Bugalama,4,25,561,7312
7313,Imalambeho,Imalambeho,4,25,561,7313
7314,Mhanjo,Mhanjo,4,25,561,7314
7315,Mkolani,Mkolani,4,25,561,7315
7316,Nambumbi 'A',Nambumbi 'A',4,25,561,7316
7317,Siloka,Siloka,4,25,561,7317
7318,Ifunde,Ifunde,4,25,561,7318
7319,Ibelamagigo,Ibelamagigo,4,25,561,7319
7320,Bwendanseko 'A',Bwendanseko 'A',4,25,561,7320
7321,Bwendanseko 'B,Bwendanseko 'B,4,25,561,7321
7322,Itambala,Itambala,4,25,561,7322
7323,Iboya senta,Iboya senta,4,25,561,7323
7324,Mlole,Mlole,4,25,561,7324
7325,Ilaba 'A',Ilaba 'A',4,25,561,7325
7326,Ilaba 'B',Ilaba 'B',4,25,561,7326
7327,Mwanza 'A',Mwanza 'A',4,25,561,7327
7328,Mwanza B',Mwanza B',4,25,561,7328
7329,Mwanza 'C,Mwanza 'C,4,25,561,7329
7330,Nanda 'A',Nanda 'A',4,25,562,7330
7331,Nanda 'B',Nanda 'B',4,25,562,7331
7332,Mnana,Mnana,4,25,562,7332
7333,Igalula,Igalula,4,25,562,7333
7334,Nyang'hwale 'A',Nyang'hwale 'A',4,25,562,7334
7335,Nyang'hwale 'B',Nyang'hwale 'B',4,25,562,7335
7336,Kisumo 'A',Kisumo 'A',4,25,562,7336
7337,Kisumo 'B',Kisumo 'B',4,25,562,7337
7338,Kisumo 'C',Kisumo 'C',4,25,562,7338
7339,Nyang'holongo Senta,Nyang'holongo Senta,4,25,562,7339
7340,Buswakara 'A',Buswakara 'A',4,25,562,7340
7341,Buswakara 'B',Buswakara 'B',4,25,562,7341
7342,Shilabela,Shilabela,4,25,562,7342
7343,Mhande,Mhande,4,25,562,7343
7344,Mdala,Mdala,4,25,562,7344
7345,Ilagaja,Ilagaja,4,25,562,7345
7346,Bulugala 'A',Bulugala 'A',4,25,563,7346
7347,Bulugala 'B',Bulugala 'B',4,25,563,7347
7348,Nyalyoba,Nyalyoba,4,25,563,7348
7349,Ikondo,Ikondo,4,25,563,7349
7350,Itogwang’holo,Itogwang’holo,4,25,563,7350
7351,Nyambale,Nyambale,4,25,563,7351
7352,Bulugala Senta,Bulugala Senta,4,25,563,7352
7353,Nyasato 'A',Nyasato 'A',4,25,563,7353
7354,Nyasato 'B,Nyasato 'B,4,25,563,7354
7355,Nyanh'ona,Nyanh'ona,4,25,563,7355
7356,Mwagimagi,Mwagimagi,4,25,563,7356
7357,Bugilasho,Bugilasho,4,25,563,7357
7358,Bulinda,Bulinda,4,25,563,7358
7359,Nyakashololo,Nyakashololo,4,25,563,7359
7360,Ibolelo,Ibolelo,4,25,563,7360
7361,Mtakuja,Mtakuja,4,25,563,7361
7362,Majengo,Majengo,4,25,563,7362
7363,Kasaka A'',Kasaka A'',4,25,563,7363
7364,Kasaka B'',Kasaka B'',4,25,563,7364
7365,Mlange 'A',Mlange 'A',4,25,563,7365
7366,Mlange 'B',Mlange 'B',4,25,563,7366
7367,Wililo,Wililo,4,25,563,7367
7368,Mlange 'C',Mlange 'C',4,25,563,7368
7369,Bulilila A,Bulilila A,4,25,563,7369
7370,Mwendamkono,Mwendamkono,4,25,563,7370
7371,Bulilila Senta,Bulilila Senta,4,25,563,7371
7372,Kasaka,Kasaka,4,25,563,7372
7373,Ndebelwa 'A',Ndebelwa 'A',4,25,563,7373
7374,Ndebelwa 'B',Ndebelwa 'B',4,25,563,7374
7375,Bwendamwizo 'A',Bwendamwizo 'A',4,25,564,7375
7376,Bwendamwizo 'B',Bwendamwizo 'B',4,25,564,7376
7377,Nyitundu,Nyitundu,4,25,564,7377
7378,Nyakaziba,Nyakaziba,4,25,564,7378
7379,Ivumwa,Ivumwa,4,25,564,7379
7380,Kasaka,Kasaka,4,25,564,7380
7381,Mapinduzi,Mapinduzi,4,25,564,7381
7382,Songambele,Songambele,4,25,564,7382
7383,Ngemo 'A',Ngemo 'A',4,25,564,7383
7384,Ngemo 'B',Ngemo 'B',4,25,564,7384
7385,Ilujamate,Ilujamate,4,25,564,7385
7386,Lwazeze,Lwazeze,4,25,564,7386
7387,Majengo mapya,Majengo mapya,4,25,564,7387
7388,Mwabasabi,Mwabasabi,4,25,564,7388
